"80","1421","0.0.7","2016-03-21 01:19:15",NULL,NULL,"1074","2016-03-06 21:13:41"
"81","2020","0.0.7","2016-06-18 16:48:14","0","0000-00-00","0","0000-00-00 00:00:00"
"82","2021","0.0.7","2016-03-21 13:12:43","0","0000-00-00","0","0000-00-00 00:00:00"
"83","1181","0.0.10.2","2017-05-06 13:31:11","284","2017-05-06","1253","2016-04-16 14:03:24"
"84","1506","0.0.10.2","2017-04-11 14:18:15","0","0000-00-00","4544","2017-04-04 20:46:51"
"85","527","0.0.7","2016-03-26 14:26:50","0","0000-00-00","0","0000-00-00 00:00:00"
"86","1189","0.0.7","2016-08-28 19:46:52","202","2016-09-08","1629","2016-07-13 18:25:44"
"87","1828","0.0.7","2016-03-21 20:48:08",NULL,NULL,NULL,NULL
"88","1637","0.0.10.2","2017-05-15 20:59:31","0","0000-00-00","6072","2017-05-15 20:58:31"
"89","699","0.0.9","2016-10-08 02:07:02","0","0000-00-00","2021","2016-09-04 21:44:52"
"90","310","0.0.7","2016-04-20 07:00:48","0","0000-00-00","0","0000-00-00 00:00:00"
"91","1630","0.0.10.2","2017-04-26 19:15:34","156","2017-04-26","5063","2017-04-20 19:55:50"
"92","2025","0.0.7","2016-03-31 18:13:32","0","0000-00-00","0","0000-00-00 00:00:00"
"93","1891","0.0.7","2016-04-19 17:58:57","0","0000-00-00","0","0000-00-00 00:00:00"
"94","955","0.0.7","2016-04-10 20:44:39","200","2016-04-10","537","2015-10-29 14:53:37"
"95","498","0.0.7","2016-03-23 21:44:05",NULL,NULL,NULL,NULL
"96","1511","0.0.7","2016-04-22 12:43:41","0","0000-00-00","1185","2016-03-31 22:58:52"
"97","2027","0.0.7","2016-03-24 09:59:44",NULL,NULL,NULL,NULL
"98","1644","0.0.9","2017-05-03 10:59:24","0","0000-00-00","0","0000-00-00 00:00:00"
"99","2028","0.0.9","2017-04-06 13:34:52","0","0000-00-00","2257","2016-10-06 13:46:23"
"100","2029","0.0.7","2016-03-24 20:18:46",NULL,NULL,NULL,NULL
"101","956","0.0.10","2017-01-29 09:33:43","0","0000-00-00","0","0000-00-00 00:00:00"
"102","2030","0.0.7","2016-03-25 13:42:38",NULL,NULL,NULL,NULL
"103","948","0.0.10.2","2017-03-30 12:10:22","0","0000-00-00","4043","2017-03-12 20:59:44"
"196","2122","0.0.10.2","2017-04-28 13:22:17","0","0000-00-00","5311","2017-04-26 14:01:33"
"104","2031","0.0.7","2016-03-25 16:22:32",NULL,NULL,NULL,NULL
"106","540","0.0.10.2","2017-05-20 16:40:58","283","2017-05-20","4178","2017-03-20 15:15:14"
"105","1290","0.0.7","2016-04-11 18:58:29","112","2016-04-11","0","0000-00-00 00:00:00"
"107","2032","0.0.10.2","2017-03-13 18:13:06","0","0000-00-00","1968","2016-08-28 18:11:51"
"108","2033","0.0.7","2016-03-25 23:44:43",NULL,NULL,NULL,NULL
"109","1648","0.0.9","2017-05-24 20:42:54","318","2017-05-24","4892","2017-04-15 21:04:13"
"110","2034","0.0.7","2016-04-19 19:45:38","0","0000-00-00","0","0000-00-00 00:00:00"
"111","2035","0.0.7","2016-03-26 11:04:52","0","0000-00-00","0","0000-00-00 00:00:00"
"112","2036","0.0.7","2016-05-17 14:07:33","0","0000-00-00","0","0000-00-00 00:00:00"
"113","1591","0.0.7","2016-06-11 13:49:32","0","0000-00-00","0","0000-00-00 00:00:00"
"114","2038","0.0.7","2016-08-21 23:22:37","0","0000-00-00","0","0000-00-00 00:00:00"
"115","1381","0.0.7","2016-03-26 17:55:54","0","0000-00-00","961","2016-02-11 19:17:20"
"116","2039","0.0.7","2016-03-26 20:03:04",NULL,NULL,NULL,NULL
"117","1341","0.0.9","2016-11-14 20:45:44","0","0000-00-00","0","0000-00-00 00:00:00"
"118","2022","0.0.7","2016-04-30 19:56:37","0","0000-00-00","1331","2016-04-30 19:56:09"
"119","254","0.0.9","2016-12-08 09:31:04","0","0000-00-00","421","2015-08-20 17:53:16"
"120","2041","0.0.7","2016-04-14 12:14:42","0","0000-00-00","0","0000-00-00 00:00:00"
"121","2042","0.0.7","2016-03-27 14:26:58","0","0000-00-00","0","0000-00-00 00:00:00"
"122","973","0.0.10.2","2017-04-20 17:01:26","265","2017-04-20","807","2015-12-26 19:11:21"
"123","2043","0.0.7","2016-03-27 18:45:25",NULL,NULL,NULL,NULL
"124","1420","0.0.7","2016-03-27 20:01:36",NULL,NULL,NULL,NULL
"125","736","0.0.7","2016-06-01 13:20:29","161","2016-06-01","0","0000-00-00 00:00:00"
"126","1942","0.0.7","2016-04-19 17:50:03","0","0000-00-00","0","0000-00-00 00:00:00"
"127","2047","0.0.7","2016-04-29 22:02:47","0","0000-00-00","1326","2016-04-29 21:19:33"
"128","2049","0.0.7","2016-03-27 20:53:38","0","0000-00-00","0","0000-00-00 00:00:00"
"129","2050","0.0.7","2016-04-02 21:16:21","0","0000-00-00","1176","2016-03-27 21:39:08"
"130","1129","0.0.7","2016-03-28 12:31:11","0","0000-00-00","605","2015-11-24 15:02:58"
"131","2051","0.0.7","2016-03-28 12:43:23",NULL,NULL,NULL,NULL
"132","2052","0.0.7","2016-03-28 15:09:54",NULL,NULL,NULL,NULL
"133","2054","0.0.10.2","2017-05-21 17:27:56","0","0000-00-00","4227","2017-03-23 12:41:41"
"134","1603","0.0.7","2016-04-05 19:02:33","0","0000-00-00","1206","2016-04-05 19:01:34"
"135","2044","0.0.10.2","2017-05-14 21:02:40","0","0000-00-00","6039","2017-05-14 19:45:46"
"137","2057","0.0.7","2016-03-29 18:47:44",NULL,NULL,NULL,NULL
"138","2060","0.0.7","2016-03-29 20:22:01",NULL,NULL,NULL,NULL
"139","1807","0.0.7","2016-03-29 20:59:01",NULL,NULL,NULL,NULL
"140","2062","0.0.7","2016-03-29 21:15:32","0","0000-00-00","0","0000-00-00 00:00:00"
"141","2063","0.0.7","2016-03-29 22:03:12","0","0000-00-00","0","0000-00-00 00:00:00"
"142","2064","0.0.7","2016-03-29 22:10:34","0","0000-00-00","0","0000-00-00 00:00:00"
"143","979","0.0.7","2016-03-29 22:29:43","0","0000-00-00","0","0000-00-00 00:00:00"
"144","2065","0.0.7","2016-04-12 13:08:08","156","2016-04-12","0","0000-00-00 00:00:00"
"145","2068","0.0.7","2016-03-31 14:41:03","0","0000-00-00","0","0000-00-00 00:00:00"
"146","2069","0.0.7","2016-03-31 18:26:31","0","0000-00-00","0","0000-00-00 00:00:00"
"147","2070","0.0.9","2017-01-21 20:10:30","0","0000-00-00","3151","2017-01-21 20:10:07"
"148","1966","0.0.7","2016-04-13 09:07:41","130","2016-04-13","0","0000-00-00 00:00:00"
"156","2077","0.0.7","2016-04-02 21:04:33",NULL,NULL,NULL,NULL
"149","2059","0.0.7","2016-04-01 19:03:31","217","2016-04-01",NULL,NULL
"150","1816","0.0.7","2016-04-01 19:46:00",NULL,NULL,NULL,NULL
"151","2074","0.0.7","2016-04-02 00:56:38",NULL,NULL,NULL,NULL
"152","2075","0.0.7","2016-04-02 06:13:57","0","0000-00-00","0","0000-00-00 00:00:00"
"153","2076","0.0.7","2016-08-27 19:26:28","0","0000-00-00","0","0000-00-00 00:00:00"
"154","1646","0.0.10.2","2017-02-25 20:59:29","0","0000-00-00","3703","2017-02-25 19:08:16"
"155","1508","0.0.9","2016-11-13 21:04:53","0","0000-00-00","2457","2016-11-13 19:09:05"
"161","2083","0.0.7","2016-04-03 22:21:19",NULL,NULL,NULL,NULL
"157","2078","0.0.7","2016-04-02 22:17:25",NULL,NULL,NULL,NULL
"158","932","0.0.7","2016-04-02 23:34:54","0","0000-00-00","0","0000-00-00 00:00:00"
"159","1936","0.0.10.2","2017-05-21 19:51:46","156","2017-05-21","5522","2017-04-30 18:35:35"
"3981","1051","0.0.10.2","2017-04-10 20:01:38","0","0000-00-00","566","2015-11-15 19:47:48"
"871","2989","0.0.7","2016-07-29 22:25:31","0","0000-00-00","0","0000-00-00 00:00:00"
"160","2082","0.0.7","2016-08-05 19:37:03","0","0000-00-00","0","0000-00-00 00:00:00"
"162","2084","0.0.7","2016-04-04 01:59:18","0","0000-00-00","0","0000-00-00 00:00:00"
"163","2087","0.0.7","2016-04-19 17:59:24","0","0000-00-00","0","0000-00-00 00:00:00"
"164","686","0.0.7","2016-04-04 13:58:58",NULL,NULL,"955","2016-02-07 20:39:51"
"165","2089","0.0.7","2016-07-04 19:08:03","0","0000-00-00","1352","2016-05-04 18:04:49"
"166","2090","0.0.7","2016-04-04 22:36:03","0","0000-00-00","0","0000-00-00 00:00:00"
"167","2092","0.0.7","2016-04-05 01:33:20",NULL,NULL,NULL,NULL
"168","1497","0.0.9","2017-04-27 12:38:25","255","2017-04-27","4309","2017-03-26 14:24:40"
"501","2498","0.0.7","2016-06-25 09:50:17","0","0000-00-00","0","0000-00-00 00:00:00"
"169","2073","0.0.7","2016-05-09 15:10:23","0","0000-00-00","1387","2016-05-09 13:34:46"
"170","2096","0.0.7","2016-04-06 20:29:53","0","0000-00-00","0","0000-00-00 00:00:00"
"171","2097","0.0.7","2016-04-20 16:11:03","0","0000-00-00","0","0000-00-00 00:00:00"
"172","2098","0.0.7","2016-06-20 16:34:46","0","0000-00-00","1227","2016-04-10 19:33:58"
"173","2099","0.0.7","2016-05-10 16:11:18","0","0000-00-00","1216","2016-04-09 16:04:29"
"174","2085","0.0.7","2016-06-26 18:47:12","0","0000-00-00","1550","2016-06-26 18:45:43"
"175","1277","0.0.7","2016-04-12 20:11:54","0","0000-00-00","0","0000-00-00 00:00:00"
"6202","4450","0.0.10.2","2017-05-12 20:11:42","202","2017-05-12",NULL,NULL
"176","2100","0.0.7","2016-04-06 19:15:40","0","0000-00-00","0","0000-00-00 00:00:00"
"177","2101","0.0.7","2016-04-26 18:36:07","0","0000-00-00","1223","2016-04-10 12:35:53"
"178","2103","0.0.7","2016-04-07 03:01:27",NULL,NULL,NULL,NULL
"227","1703","0.0.7","2016-04-14 13:40:25",NULL,NULL,NULL,NULL
"179","2105","0.0.7","2016-04-07 12:57:28","0","0000-00-00","0","0000-00-00 00:00:00"
"180","2106","0.0.7","2016-04-07 12:47:47","0","0000-00-00","0","0000-00-00 00:00:00"
"181","2108","0.0.7","2016-04-07 15:05:11","0","0000-00-00",NULL,NULL
"182","2109","0.0.7","2016-04-10 11:00:22","0","0000-00-00","0","0000-00-00 00:00:00"
"183","2110","0.0.10.2","2017-04-06 13:27:50","240","2017-04-06","0","0000-00-00 00:00:00"
"184","1983","0.0.10.2","2017-05-10 18:49:46","255","2017-05-10","5426","2017-04-28 20:49:18"
"185","1610","0.0.10.2","2017-05-06 20:50:53","0","0000-00-00","5764","2017-05-06 20:48:59"
"186","2112","0.0.7","2016-04-07 20:09:08","0","0000-00-00","0","0000-00-00 00:00:00"
"187","2113","0.0.7","2016-04-07 22:02:27","0","0000-00-00","0","0000-00-00 00:00:00"
"188","783","0.0.9","2017-02-19 11:15:06","0","0000-00-00","0","0000-00-00 00:00:00"
"189","2114","0.0.7","2016-05-12 20:36:58","0","0000-00-00","0","0000-00-00 00:00:00"
"220","1864","0.0.10.2","2017-05-23 19:46:24","0","0000-00-00","1405","2016-05-16 21:18:13"
"190","2115","0.0.7","2016-04-08 22:02:40",NULL,NULL,NULL,NULL
"191","2116","0.0.7","2016-07-24 01:18:50","0","0000-00-00","0","0000-00-00 00:00:00"
"192","2118","0.0.7","2016-04-09 12:13:11",NULL,NULL,NULL,NULL
"193","2119","0.0.7","2016-04-09 14:32:28",NULL,NULL,NULL,NULL
"194","2120","0.0.7","2016-04-09 15:15:21","0","0000-00-00","0","0000-00-00 00:00:00"
"195","2121","0.0.7","2016-04-09 15:44:25",NULL,NULL,NULL,NULL
"197","437","0.0.9","2016-11-28 06:40:16","0","0000-00-00","1382","2016-05-08 21:41:15"
"198","1127","0.0.7","2016-06-09 20:09:29","0","0000-00-00","0","0000-00-00 00:00:00"
"199","1086","0.0.7","2016-04-19 13:39:02","0","0000-00-00","1220","2016-04-09 19:53:34"
"200","2123","0.0.9","2016-09-18 20:01:42","0","0000-00-00","2129","2016-09-17 19:36:35"
"201","1321","0.0.7","2016-10-15 19:28:43","200","2016-10-15","1391","2016-05-10 20:46:33"
"204","2131","0.0.7","2016-04-10 20:51:03","0","0000-00-00","1232","2016-04-10 13:20:50"
"202","2126","0.0.7","2016-04-10 18:52:11","217","2016-04-10","0","0000-00-00 00:00:00"
"203","1883","0.0.10.2","2017-03-31 19:28:09","0","0000-00-00","0","0000-00-00 00:00:00"
"205","1475","0.0.7","2016-04-28 23:40:53","185","2016-04-28","0","0000-00-00 00:00:00"
"206","2134","0.0.7","2016-04-10 21:25:24","0","0000-00-00","0","0000-00-00 00:00:00"
"207","2135","0.0.7","2016-04-14 14:02:05","0","0000-00-00","0","0000-00-00 00:00:00"
"208","2136","0.0.7","2016-04-11 04:21:15",NULL,NULL,NULL,NULL
"209","2138","0.0.7","2016-04-11 20:23:37","0","0000-00-00","0","0000-00-00 00:00:00"
"210","1790","0.0.7","2016-07-11 18:25:12","0","0000-00-00","1019","2016-02-22 00:04:59"
"211","2141","0.0.10.2","2017-05-19 11:45:59","0","0000-00-00","5560","2017-04-30 21:30:57"
"212","2142","0.0.7","2016-04-12 20:56:35","0","0000-00-00","0","0000-00-00 00:00:00"
"213","1759","0.0.7","2016-04-12 00:09:13",NULL,NULL,NULL,NULL
"214","2144","0.0.7","2016-04-12 11:54:42","0","0000-00-00","0","0000-00-00 00:00:00"
"215","2145","0.0.7","2016-09-17 10:26:09","0","0000-00-00","0","0000-00-00 00:00:00"
"216","2147","0.0.10.2","2017-05-21 20:08:24","0","0000-00-00","6258","2017-05-21 20:05:56"
"217","2148","0.0.7","2016-09-09 08:57:51","0","0000-00-00","0","0000-00-00 00:00:00"
"218","2149","0.0.7","2016-04-12 16:50:28",NULL,NULL,NULL,NULL
"219","1515","0.0.7","2016-05-30 13:40:28","0","0000-00-00","0","0000-00-00 00:00:00"
"221","2150","0.0.7","2016-04-12 23:43:09",NULL,NULL,NULL,NULL
"1278","3557","0.0.10.2","2017-04-14 19:48:52","130","2017-04-14","0","0000-00-00 00:00:00"
"222","2151","0.0.7","2016-04-13 12:54:57",NULL,NULL,NULL,NULL
"223","2093","0.0.10.2","2017-02-27 22:56:01","0","0000-00-00","3342","2017-02-06 17:29:56"
"224","2153","0.0.10.2","2017-05-03 11:58:38","0","0000-00-00","0","0000-00-00 00:00:00"
"225","2154","0.0.7","2016-04-14 09:35:44",NULL,NULL,NULL,NULL
"226","2156","0.0.7","2016-04-14 11:32:07",NULL,NULL,NULL,NULL
"228","2158","0.0.7","2016-06-30 11:10:09","0","0000-00-00","0","0000-00-00 00:00:00"
"229","2159","0.0.7","2016-04-14 19:12:56",NULL,NULL,NULL,NULL
"230","2160","0.0.7","2016-04-15 13:25:15","0","0000-00-00","0","0000-00-00 00:00:00"
"231","2161","0.0.7","2016-04-15 20:01:03",NULL,NULL,NULL,NULL
"232","2162","0.0.7","2016-04-16 06:25:05","0","0000-00-00","0","0000-00-00 00:00:00"
"233","2163","0.0.7","2016-06-14 21:56:28","0","0000-00-00","0","0000-00-00 00:00:00"
"234","1150","0.0.7","2016-05-09 14:42:23","219","2016-05-09","1357","2016-05-05 07:04:10"
"235","2164","0.0.7","2016-05-21 20:36:12","0","0000-00-00","0","0000-00-00 00:00:00"
"236","881","0.0.7","2016-06-12 21:05:26","0","0000-00-00","1471","2016-06-12 21:05:00"
"237","2166","0.0.7","2016-05-06 18:11:35","0","0000-00-00","0","0000-00-00 00:00:00"
"238","2168","0.0.7","2016-07-26 15:54:13","112","2016-07-26","0","0000-00-00 00:00:00"
"239","2169","0.0.7","2016-04-28 19:57:25","0","0000-00-00","0","0000-00-00 00:00:00"
"277","2210","0.0.7","2016-04-22 09:37:06",NULL,NULL,NULL,NULL
"240","2170","0.0.7","2016-04-17 12:54:50","0","0000-00-00","0","0000-00-00 00:00:00"
"241","2171","0.0.7","2016-04-17 18:13:51","0","0000-00-00","0","0000-00-00 00:00:00"
"242","876","0.0.7","2016-04-17 18:37:01",NULL,NULL,NULL,NULL
"243","1558","0.0.7","2016-04-17 19:31:39","0","0000-00-00","885","2016-01-24 19:59:08"
"244","1522","0.0.10.2","2017-03-05 18:50:19","0","0000-00-00","0","0000-00-00 00:00:00"
"245","2173","0.0.7","2016-04-19 21:02:21","0","0000-00-00","0","0000-00-00 00:00:00"
"246","2174","0.0.7","2016-04-18 07:52:43",NULL,NULL,NULL,NULL
"247","510","0.0.7","2016-04-19 14:59:35","0","0000-00-00","443","2015-08-21 20:09:16"
"248","2175","0.0.7","2016-04-18 19:03:05","0","0000-00-00",NULL,NULL
"249","983","0.0.9","2017-04-28 20:59:28","0","0000-00-00","1333","2016-04-30 21:47:13"
"250","2176","0.0.7","2016-04-18 22:11:06",NULL,NULL,NULL,NULL
"251","2177","0.0.7","2016-04-19 08:40:24",NULL,NULL,NULL,NULL
"252","2178","0.0.7","2016-04-19 16:14:35","0","0000-00-00","0","0000-00-00 00:00:00"
"253","2179","0.0.7","2016-04-19 15:31:45",NULL,NULL,NULL,NULL
"254","2180","0.0.10","2017-02-05 15:36:18","0","0000-00-00","0","0000-00-00 00:00:00"
"255","2181","0.0.7","2016-06-22 20:25:31","217","2016-06-22","1438","2016-06-03 15:21:28"
"256","2182","0.0.10.2","2017-05-22 12:10:57","0","0000-00-00","1897","2016-08-20 19:27:58"
"257","2183","0.0.9","2017-04-25 15:49:05","0","0000-00-00","0","0000-00-00 00:00:00"
"258","2184","0.0.10.2","2017-02-08 00:34:17","216","2017-02-07","1269","2016-04-19 18:01:17"
"259","1668","0.0.10.2","2017-04-30 19:05:57","0","0000-00-00","0","0000-00-00 00:00:00"
"260","1898","0.0.7","2016-05-30 20:50:33","150","2016-05-30","0","0000-00-00 00:00:00"
"261","2187","0.0.10.2","2017-04-16 17:15:57","0","0000-00-00","0","0000-00-00 00:00:00"
"262","2188","0.0.10.2","2017-03-07 20:22:34","0","0000-00-00","0","0000-00-00 00:00:00"
"263","2189","0.0.7","2016-04-20 11:07:34","0","0000-00-00","0","0000-00-00 00:00:00"
"264","2190","0.0.7","2016-04-20 13:39:41","0","0000-00-00","0","0000-00-00 00:00:00"
"265","2193","0.0.7","2016-04-20 11:43:53","0","0000-00-00","0","0000-00-00 00:00:00"
"266","2192","0.0.7","2016-04-20 11:44:49",NULL,NULL,NULL,NULL
"267","2196","0.0.7","2016-04-23 18:32:34","0","0000-00-00","0","0000-00-00 00:00:00"
"268","2195","0.0.7","2016-04-21 12:30:03","0","0000-00-00","0","0000-00-00 00:00:00"
"269","2198","0.0.7","2016-04-20 13:38:06","0","0000-00-00","0","0000-00-00 00:00:00"
"270","2199","0.0.7","2016-04-21 13:38:44","0","0000-00-00","1278","2016-04-20 14:22:35"
"271","2200","0.0.7","2016-04-20 19:50:53","0","0000-00-00","0","0000-00-00 00:00:00"
"272","2201","0.0.7","2016-04-20 16:49:04",NULL,NULL,NULL,NULL
"273","2202","0.0.7","2016-04-20 20:20:57","0","0000-00-00",NULL,NULL
"274","494","0.0.10.2","2017-05-15 23:26:47","0","0000-00-00","0","0000-00-00 00:00:00"
"275","2205","0.0.7","2016-08-19 17:11:47","0","0000-00-00","0","0000-00-00 00:00:00"
"276","2207","0.0.7","2016-04-21 14:04:26",NULL,NULL,NULL,NULL
"278","1272","0.0.9","2016-11-13 20:00:56","0","0000-00-00","1472","2016-06-12 21:20:28"
"279","776","0.0.7","2016-04-23 12:00:20","0","0000-00-00","0","0000-00-00 00:00:00"
"280","2209","0.0.10.2","2017-05-20 23:40:09","262","2017-05-20","4436","2017-03-31 22:21:27"
